6.871926482830309268e+00 5.625490238525681974e+00
3.136901236924328096e+00 8.511376241722174996e+00
1.386116224915446971e+01 8.406909281958860447e+00
-5.166781860666356252e-01 7.130774165891233807e+00
8.093007894359782739e-01 8.314701867692926740e+00
5.614418678265853835e+00 4.404324425362223572e+00
4.507432506808181749e+00 6.048510734000393185e+00
4.794130068324975014e+00 9.151802352057657686e+00
7.185303068902770818e+00 9.098885591089009850e+00
4.087439518134999616e+00 3.470094658396158938e+00
5.516724831348279068e+00 2.974182721497939941e+00
1.099877736896553238e+01 4.644587033572388890e+00
3.522109854617905711e+00 9.612221161974598971e+00
6.652373702771649633e+00 -1.468683700656745472e+00
5.778468644568376611e+00 4.875148819313460891e+00
1.357098945611421303e+00 9.011050860557039854e+00
5.393546454710004490e+00 3.510092344848856349e+00
5.884191675511297070e+00 2.930582083162286633e+00
3.626297945713192306e+00 4.427002129896241200e+00
6.980574418834009087e+00 6.907811597451921415e+00
5.836269518610148310e+00 -5.313499007880762903e+00
4.270077408322378254e+00 5.627383771434527837e+00
6.507031014398491742e+00 5.899198713895311919e+00
9.593158585225292967e+00 4.925982361784686958e+00
1.204216746494561008e+01 3.175536738244104207e+00
8.057072164018652671e+00 4.648701153642956996e+00
3.516581486729346118e+00 6.971037882366369232e+00
8.568756429214651860e+00 5.130749862297742325e+00
2.916064721663276238e+00 3.334012725059902316e+00
1.753846320659822489e+00 5.534597547032299225e+00
3.257797732862478757e+00 3.960926342575197268e+00
5.504923360795874743e-01 9.113560464130763705e+00
6.195394083277133035e+00 2.095067863227645155e+00
6.692405343672009010e+00 6.121407995053846918e-01
2.964108422576110513e+00 9.774525336550578203e+00
7.890633212276265240e+00 -1.670127863225001619e-02
3.164517484625709365e+00 3.791567616363559878e+00
7.509431800002017710e+00 3.548672753931326085e+00
1.277957017961903574e+01 2.742465665477237025e+00
9.310622264271257720e+00 5.327890266173755052e+00
5.492173547953417945e+00 6.412853430801797039e+00
6.354443420393696584e+00 5.677674795995880430e+00
-3.740627051533378378e-01 4.230915024996841467e+00
9.757644721359730156e+00 2.380229532437148077e+00
1.539307936292834356e+00 8.124224303688119875e+00
8.732823569266489727e+00 5.161889108688432870e+00
1.253152060277956892e+00 6.525958005055391808e+00
7.447169473224768410e+00 2.876522238914801299e+00
6.956795281455938174e+00 -9.763081079698334719e-01
3.049180025293954266e+00 1.003669637990826757e+01
3.195288827186857361e+00 5.607251650818559696e+00
8.400236048913651388e+00 6.643174063845609822e+00
5.317599307172001133e+00 8.823538718733898278e+00
1.179205594774592214e+01 2.543381507206000869e+00
8.599278714427951442e-01 1.003108479309378254e+01
8.157983604968386260e+00 5.306943341261370684e+00
3.886694592171497931e+00 9.027763909358865746e+00
6.951206367461635338e+00 6.363237412181860009e+00
7.793599350388390690e+00 5.186911845755153294e+00
4.184466069615136341e+00 4.373044209871616239e+00
4.496132661832142219e+00 3.599381086783684847e+00
1.429266836131371843e+00 7.435060767857439856e+00
3.427842314300161064e+00 7.397280805991847785e+00
6.994444660261978086e+00 8.159997262361304848e+00
1.055754392044354972e+01 8.357596987993684223e+00
3.805802754117376452e+00 -5.864941045859460189e+00
8.283349086321903698e+00 3.187472102288987585e+00
6.847182229997239133e+00 3.498724288623550116e+00
3.117757745120326440e+00 4.865264969289776253e+00
2.955843106535414044e+00 7.429236646691289359e+00
8.704780245143057371e+00 5.937782124533443451e+00
3.637091982466108320e+00 -1.113206204982783554e+00
8.789193144230079469e+00 4.316137607432025014e+00
3.605777960808464577e+00 3.806792726279549122e+00
6.626698306364311897e+00 -1.239802387972686049e+00
6.291961511131122009e+00 7.294156216635049539e+00
8.548051111772291932e+00 7.613500327840452719e+00
6.708802640165226094e+00 7.573618908928512639e+00
4.799940986571487045e+00 3.672026692579994922e+00
2.496778392079882725e+00 1.269102404115374938e+01
2.594832422758661661e+00 2.391045269858460554e+00
2.387211986019230903e+00 1.467693578466420234e+00
4.893547878310360311e+00 2.296313952791702473e+00
2.201190317484752246e+00 3.619671063418746115e+00
9.667373706360201879e+00 8.404642131127033622e+00
5.579194131177199978e+00 6.155598414218568237e+00
7.172581870331267595e+00 6.384282173718344389e+00
6.420665046700595013e+00 5.914293217440698136e+00
8.657985159291886390e+00 9.949544022407712518e+00
8.309649665845057598e+00 7.749299943697661064e+00
7.110950338519717029e+00 4.899419264014072795e+00
-5.237602611362808247e-01 4.263742591621797473e-01
6.342136754079167993e+00 -1.391356961916708990e+00
3.542261202039717283e+00 3.817475336127020391e+00
7.523374695824890601e+00 1.101327791147905355e+00
4.241248447876254879e+00 1.197814406694932554e+00
7.684337898283235546e+00 2.576239006422023081e-01
3.108497378224157615e-01 2.850163896626241478e+00
3.781128944244702694e+00 4.555813886481566044e+00
1.223680227868308990e+00 3.572239456676629121e+00
